Name;Level;Order;Context;Object;0;1;2;3;4;5;6;7;8;9;10
Subject2;4400013410;3;Grasshopper;2;0.0;30.57041723651835;30.57041723651835;26.749115081953555;22.92781292738876;19.10651077282397;19.10651077282397;57.31953231847191;7.642604309129587;42.03432370021273;26.749115081953555
Subject2;4400013410;3;Grasshopper;3;0.0;10.384543092219243;20.769086184438486;0.0;10.384543092219243;0.0;10.384543092219243;0.0;5.192271546109621;10.384543092219243;15.576814638328864
Subject2;4400013410;3;Grasshopper;4;0.0;0.0;10.45875954231074;20.91751908462148;10.45875954231074;0.0;0.0;0.0;0.0;20.91751908462148;94.12883588079664
Subject2;4400013410;1;Hybrid;2;9.739685003977444;0.0;0.0;19.479370007954888;9.739685003977444;12.174606254971804;7.3047637529830824;9.739685003977444;12.174606254971804;0.0;12.174606254971804
Subject2;4400013410;1;Hybrid;3;0.0;0.0;0.0;0.0;6.456378126823927;3.2281890634119637;0.0;0.0;3.2281890634119637;9.68456719023589;16.140945317059817
Subject2;4400013410;1;Hybrid;4;0.0;0.0;0.0;0.0;9.681713663318407;4.840856831659203;0.0;4.840856831659203;0.0;0.0;7.261285247488805
Subject2;4400013410;2;Rhino;2;9.628290227477985;4.814145113738992;9.628290227477985;33.699015796172944;4.814145113738992;4.814145113738992;4.814145113738992;4.814145113738992;0.0;0.0;14.442435341216976
Subject2;4400013410;2;Rhino;3;0.0;0.0;5.595970900951315;11.19194180190263;11.19194180190263;16.787912702853944;39.1717963066592;27.979854504756574;5.595970900951315;16.787912702853944;11.19194180190263
Subject2;4400013410;2;Rhino;4;0.0;0.0;0.0;0.0;0.0;0.0;44.40559776965485;0.0;0.0;0.0;44.40559776965485
Subject2;4400013410;0;Tot;2;6.455991743818476;11.794854116752447;13.399569154665445;26.642500295360463;12.493881015035065;12.031754047178255;10.408473213182015;23.957787478729447;6.6057368547004645;14.011441233404243;17.78871889271411
Subject2;4400013410;0;Tot;3;0.0;3.4615143640730808;8.7883523617966;3.7306472673008764;9.3442876736486;6.672033922088636;16.51877979962615;9.32661816825219;4.6721438368243;12.28567432843636;14.303233919097103
Subject2;4400013410;0;Tot;4;0.0;0.0;3.4862531807702464;6.972506361540493;6.713491068543049;1.613618943886401;14.801865923218282;1.613618943886401;0.0;6.972506361540493;48.598572965980104
Subject2;4400013410;0;Average;2;6.455991743818476;11.794854116752447;13.399569154665445;26.642500295360463;12.493881015035065;12.031754047178255;10.408473213182015;23.957787478729447;6.6057368547004645;14.011441233404243;17.78871889271411
Subject2;4400013410;0;Average;3;0.0;3.4615143640730808;8.7883523617966;3.7306472673008764;9.3442876736486;6.672033922088636;16.51877979962615;9.32661816825219;4.6721438368243;12.28567432843636;14.303233919097103
Subject2;4400013410;0;Average;4;0.0;0.0;3.4862531807702464;6.972506361540493;6.713491068543049;1.613618943886401;14.801865923218282;1.613618943886401;0.0;6.972506361540493;48.598572965980104
